;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 30/05/2016 11:15:18
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_MathDouble.c,685 :: 		
0x0463	0x0CFD      	RRF        R13, 1
;__Lib_MathDouble.c,686 :: 		
0x0464	0x1003      	BCF        STATUS, 0
;__Lib_MathDouble.c,687 :: 		
0x0465	0x0BA1      	DECFSZ     __math_tempbD, 1
;__Lib_MathDouble.c,688 :: 		
0x0466	0x2C52      	GOTO       MLOOP32
;__Lib_MathDouble.c,689 :: 		
0x0467	0x1BF2      	BTFSC      R2, 7
;__Lib_MathDouble.c,690 :: 		
0x0468	0x2C6E      	GOTO       MROUND32
;__Lib_MathDouble.c,691 :: 		
0x0469	0x0DF8      	RLF        R8, 1
;__Lib_MathDouble.c,692 :: 		
0x046A	0x0DF0      	RLF        R0, 1
;__Lib_MathDouble.c,693 :: 		
0x046B	0x0DF1      	RLF        R1, 1
;__Lib_MathDouble.c,694 :: 		
0x046C	0x0DF2      	RLF        R2, 1
;__Lib_MathDouble.c,695 :: 		
0x046D	0x03F3      	DECF       R3, 1
;__Lib_MathDouble.c,696 :: 		
MROUND32:
;__Lib_MathDouble.c,697 :: 		
0x046E	0x1B7B      	BTFSC      R11, 6
;__Lib_MathDouble.c,698 :: 		
0x046F	0x1C70      	BTFSS      R0, 0
;__Lib_MathDouble.c,699 :: 		
0x0470	0x2C80      	GOTO       MUL32OK
;__Lib_MathDouble.c,700 :: 		
0x0471	0x1FF8      	BTFSS      R8, 7
;__Lib_MathDouble.c,701 :: 		
0x0472	0x2C80      	GOTO       MUL32OK
;__Lib_MathDouble.c,702 :: 		
0x0473	0x0AF0      	INCF       R0, 1
;__Lib_MathDouble.c,703 :: 		
0x0474	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,704 :: 		
0x0475	0x0AF1      	INCF       R1, 1
;__Lib_MathDouble.c,705 :: 		
0x0476	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,706 :: 		
0x0477	0x0AF2      	INCF       R2, 1
;__Lib_MathDouble.c,707 :: 		
0x0478	0x1D03      	BTFSS      STATUS, 2
;__Lib_MathDouble.c,708 :: 		
0x0479	0x2C80      	GOTO       MUL32OK
;__Lib_MathDouble.c,709 :: 		
0x047A	0x0CF2      	RRF        R2, 1
;__Lib_MathDouble.c,710 :: 		
0x047B	0x0CF1      	RRF        R1, 1
;__Lib_MathDouble.c,711 :: 		
0x047C	0x0CF0      	RRF        R0, 1
;__Lib_MathDouble.c,712 :: 		
0x047D	0x0AF3      	INCF       R3, 1
;__Lib_MathDouble.c,713 :: 		
0x047E	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,714 :: 		
0x047F	0x2C87      	GOTO       JPMSETFOV32
;__Lib_MathDouble.c,715 :: 		
MUL32OK:
;__Lib_MathDouble.c,716 :: 		
0x0480	0x1FFA      	BTFSS      R10, 7
;__Lib_MathDouble.c,717 :: 		
0x0481	0x13F2      	BCF        R2, 7
;__Lib_MathDouble.c,718 :: 		
0x0482	0x3000      	MOVLW      0
;__Lib_MathDouble.c,720 :: 		
0x0483	0x2C8C      	GOTO       MUL32EEE
;__Lib_MathDouble.c,721 :: 		
JPMRES032:
;__Lib_MathDouble.c,722 :: 		
0x0484	0x3001      	MOVLW      1
;__Lib_MathDouble.c,725 :: 		
0x0485	0x21D5      	CALL       _RES032
;__Lib_MathDouble.c,727 :: 		
0x0486	0x2C8C      	GOTO       MUL32EEE
;__Lib_MathDouble.c,728 :: 		
JPMSETFOV32:
;__Lib_MathDouble.c,729 :: 		
0x0487	0x3002      	MOVLW      2
;__Lib_MathDouble.c,732 :: 		
0x0488	0x21B2      	CALL       _SETFOV32
;__Lib_MathDouble.c,734 :: 		
0x0489	0x2C8C      	GOTO       MUL32EEE
;__Lib_MathDouble.c,735 :: 		
JPMSETFUN32:
;__Lib_MathDouble.c,736 :: 		
0x048A	0x3004      	MOVLW      4
;__Lib_MathDouble.c,739 :: 		
0x048B	0x2219      	CALL       _SETFUN32
;__Lib_MathDouble.c,741 :: 		
MUL32EEE:
;__Lib_MathDouble.c,742 :: 		
0x048C	0x0000      	NOP
;__Lib_MathDouble.c,749 :: 		
L_end_Mul_32x32_FP:
0x048D	0x0008      	RETURN
; end of _Mul_32x32_FP
_SETIOV3224:
;__Lib_MathDouble.c,1000 :: 		
;__Lib_MathDouble.c,1006 :: 		
0x048E	0x147B      	BSF        R11, 0
;__Lib_MathDouble.c,1007 :: 		
0x048F	0x1FFB      	BTFSS      R11, 7
;__Lib_MathDouble.c,1008 :: 		
0x0490	0x2C99      	GOTO       SETIOV3224EEE
;__Lib_MathDouble.c,1010 :: 		
0x0491	0x01F2      	CLRF       R2
;__Lib_MathDouble.c,1011 :: 		
0x0492	0x1FFA      	BTFSS      R10, 7
;__Lib_MathDouble.c,1012 :: 		
0x0493	0x30FF      	MOVLW      255
;__Lib_MathDouble.c,1013 :: 		
0x0494	0x00F2      	MOVWF      R2
;__Lib_MathDouble.c,1014 :: 		
0x0495	0x00F1      	MOVWF      R1
;__Lib_MathDouble.c,1015 :: 		
0x0496	0x00F0      	MOVWF      R0
;__Lib_MathDouble.c,1016 :: 		
0x0497	0x0DFA      	RLF        R10, 1
;__Lib_MathDouble.c,1017 :: 		
0x0498	0x0CF2      	RRF        R2, 1
;__Lib_MathDouble.c,1018 :: 		
SETIOV3224EEE:
;__Lib_MathDouble.c,1019 :: 		
0x0499	0x30FF      	MOVLW      255
;__Lib_MathDouble.c,1021 :: 		
L_end_SETIOV3224:
0x049A	0x0008      	RETURN
; end of _SETIOV3224
_Lcd_Chr_CP:
;__Lib_Lcd.c,50 :: 		
;__Lib_Lcd.c,52 :: 		
0x049B	0x1283      	BCF        STATUS, 5
0x049C	0x1703      	BSF        STATUS, 6
0x049D	0x1016      	BCF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,53 :: 		
0x049E	0x0827      	MOVF       FARG_Lcd_Chr_CP_out_char, 0
0x049F	0x00A9      	MOVWF      FARG_Lcd_Cmd_out_char
0x04A0	0x222D      	CALL       _Lcd_Cmd
;__Lib_Lcd.c,54 :: 		
0x04A1	0x1703      	BSF        STATUS, 6
0x04A2	0x1416      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,55 :: 		
L_end_Lcd_Chr_CP:
0x04A3	0x0008      	RETURN
; end of _Lcd_Chr_CP
_strcpy:
;__Lib_CString.c,126 :: 		
;__Lib_CString.c,129 :: 		
0x04A4	0x1283      	BCF        STATUS, 5
0x04A5	0x1703      	BSF        STATUS, 6
0x04A6	0x0827      	MOVF       FARG_strcpy_to, 0
0x04A7	0x00F2      	MOVWF      R2
;__Lib_CString.c,130 :: 		
L_strcpy34:
0x04A8	0x0872      	MOVF       R2, 0
0x04A9	0x00F1      	MOVWF      R1
0x04AA	0x0AF2      	INCF       R2, 1
0x04AB	0x0828      	MOVF       FARG_strcpy_from, 0
0x04AC	0x00F0      	MOVWF      R0
0x04AD	0x0AA8      	INCF       FARG_strcpy_from, 1
0x04AE	0x0870      	MOVF       R0, 0
0x04AF	0x0084      	MOVWF      FSR
0x04B0	0x0800      	MOVF       INDF, 0
0x04B1	0x00F0      	MOVWF      R0
0x04B2	0x0871      	MOVF       R1, 0
0x04B3	0x0084      	MOVWF      FSR
0x04B4	0x0870      	MOVF       R0, 0
0x04B5	0x0080      	MOVWF      INDF
0x04B6	0x0871      	MOVF       R1, 0
0x04B7	0x0084      	MOVWF      FSR
0x04B8	0x0800      	MOVF       INDF, 0
0x04B9	0x1903      	BTFSC      STATUS, 2
0x04BA	0x2CBC      	GOTO       L_strcpy35
;__Lib_CString.c,131 :: 		
0x04BB	0x2CA8      	GOTO       L_strcpy34
L_strcpy35:
;__Lib_CString.c,132 :: 		
0x04BC	0x0827      	MOVF       FARG_strcpy_to, 0
0x04BD	0x00F0      	MOVWF      R0
;__Lib_CString.c,133 :: 		
L_end_strcpy:
0x04BE	0x0008      	RETURN
; end of _strcpy
_ToneE:
;MyProject.c,50 :: 		void ToneE() {
;MyProject.c,51 :: 		Sound_Play(1318, 50);
0x04BF	0x3026      	MOVLW      38
0x04C0	0x1283      	BCF        STATUS, 5
0x04C1	0x1703      	BSF        STATUS, 6
0x04C2	0x00A9      	MOVWF      FARG_Sound_Play_freq_in_hz
0x04C3	0x3005      	MOVLW      5
0x04C4	0x00AA      	MOVWF      FARG_Sound_Play_freq_in_hz+1
0x04C5	0x3032      	MOVLW      50
0x04C6	0x00AB      	MOVWF      FARG_Sound_Play_duration_ms
0x04C7	0x3000      	MOVLW      0
0x04C8	0x00AC      	MOVWF      FARG_Sound_Play_duration_ms+1
0x04C9	0x22FA      	CALL       _Sound_Play
;MyProject.c,52 :: 		}
0x04CA	0x0008      	RETURN
; end of _ToneE
_Add_32x32_FP:
;__Lib_MathDouble.c,379 :: 		
;__Lib_MathDouble.c,390 :: 		
;__Lib_MathDouble.c,392 :: 		
0x04CB	0x1283      	BCF        STATUS, 5
;__Lib_MathDouble.c,393 :: 		
0x04CC	0x1303      	BCF        STATUS, 6
;__Lib_MathDouble.c,394 :: 		
0x04CD	0x0872      	MOVF       R2, 0
;__Lib_MathDouble.c,395 :: 		
0x04CE	0x0676      	XORWF      R6, 0
;__Lib_MathDouble.c,396 :: 		
0x04CF	0x00A1      	MOVWF      __math_tempbD
;__Lib_MathDouble.c,398 :: 		
0x04D0	0x01F8      	CLRF       R8
;__Lib_MathDouble.c,399 :: 		
0x04D1	0x01F9      	CLRF       R9
;__Lib_MathDouble.c,401 :: 		
0x04D2	0x0873      	MOVF       R3, 0
;__Lib_MathDouble.c,402 :: 		
0x04D3	0x0277      	SUBWF      R7, 0
;__Lib_MathDouble.c,403 :: 		
0x04D4	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,404 :: 		
0x04D5	0x2CEE      	GOTO       USEA32
;__Lib_MathDouble.c,406 :: 		
0x04D6	0x0877      	MOVF       R7, 0
;__Lib_MathDouble.c,407 :: 		
0x04D7	0x00FD      	MOVWF      R13
;__Lib_MathDouble.c,408 :: 		
0x04D8	0x0873      	MOVF       R3, 0
;__Lib_MathDouble.c,409 :: 		
0x04D9	0x00F7      	MOVWF      R7
;__Lib_MathDouble.c,410 :: 		
0x04DA	0x087D      	MOVF       R13, 0
;__Lib_MathDouble.c,411 :: 		
0x04DB	0x00F3      	MOVWF      R3
;__Lib_MathDouble.c,413 :: 		
0x04DC	0x0876      	MOVF       R6, 0
;__Lib_MathDouble.c,414 :: 		
0x04DD	0x00FD      	MOVWF      R13
;__Lib_MathDouble.c,415 :: 		
0x04DE	0x0872      	MOVF       R2, 0
;__Lib_MathDouble.c,416 :: 		
0x04DF	0x00F6      	MOVWF      R6
;__Lib_MathDouble.c,417 :: 		
0x04E0	0x087D      	MOVF       R13, 0
;__Lib_MathDouble.c,418 :: 		
0x04E1	0x00F2      	MOVWF      R2
;__Lib_MathDouble.c,420 :: 		
0x04E2	0x0875      	MOVF       R5, 0
;__Lib_MathDouble.c,421 :: 		
0x04E3	0x00FD      	MOVWF      R13
;__Lib_MathDouble.c,422 :: 		
0x04E4	0x0871      	MOVF       R1, 0
;__Lib_MathDouble.c,423 :: 		
0x04E5	0x00F5      	MOVWF      R5
;__Lib_MathDouble.c,424 :: 		
0x04E6	0x087D      	MOVF       R13, 0
;__Lib_MathDouble.c,425 :: 		
0x04E7	0x00F1      	MOVWF      R1
;__Lib_MathDouble.c,427 :: 		
0x04E8	0x0874      	MOVF       R4, 0
;__Lib_MathDouble.c,428 :: 		
0x04E9	0x00FD      	MOVWF      R13
;__Lib_MathDouble.c,429 :: 		
0x04EA	0x0870      	MOVF       R0, 0
;__Lib_MathDouble.c,430 :: 		
0x04EB	0x00F4      	MOVWF      R4
;__Lib_MathDouble.c,431 :: 		
0x04EC	0x087D      	MOVF       R13, 0
;__Lib_MathDouble.c,432 :: 		
0x04ED	0x00F0      	MOVWF      R0
;__Lib_MathDouble.c,433 :: 		
USEA32:
;__Lib_MathDouble.c,434 :: 		
0x04EE	0x0877      	MOVF       R7, 0
;__Lib_MathDouble.c,435 :: 		
0x04EF	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,436 :: 		
0x04F0	0x2D67      	GOTO       JMPEEE
;__Lib_MathDouble.c,437 :: 		
0x04F1	0x0872      	MOVF       R2, 0
;__Lib_MathDouble.c,438 :: 		
0x04F2	0x00FA      	MOVWF      R10
;__Lib_MathDouble.c,439 :: 		
0x04F3	0x17F2      	BSF        R2, 7
;__Lib_MathDouble.c,440 :: 		
0x04F4	0x17F6      	BSF        R6, 7
;__Lib_MathDouble.c,441 :: 		
0x04F5	0x0877      	MOVF       R7, 0
;__Lib_MathDouble.c,442 :: 		
0x04F6	0x0273      	SUBWF      R3, 0
;__Lib_MathDouble.c,443 :: 		
0x04F7	0x00F7      	MOVWF      R7
;__Lib_MathDouble.c,444 :: 		
0x04F8	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,445 :: 		
0x04F9	0x2D21      	GOTO       ALIGNED32
;__Lib_MathDouble.c,446 :: 		
0x04FA	0x3008      	MOVLW      8
;__Lib_MathDouble.c,447 :: 		
0x04FB	0x0277      	SUBWF      R7, 0
;__Lib_MathDouble.c,448 :: 		
0x04FC	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,449 :: 		
0x04FD	0x2D17      	GOTO       ALIGNB32
;__Lib_MathDouble.c,450 :: 		
0x04FE	0x00F7      	MOVWF      R7
;__Lib_MathDouble.c,451 :: 		
0x04FF	0x0874      	MOVF       R4, 0
;__Lib_MathDouble.c,452 :: 		
0x0500	0x00F9      	MOVWF      R9
;__Lib_MathDouble.c,453 :: 		
0x0501	0x0875      	MOVF       R5, 0
;__Lib_MathDouble.c,454 :: 		
0x0502	0x00F4      	MOVWF      R4
;__Lib_MathDouble.c,455 :: 		
0x0503	0x0876      	MOVF       R6, 0
;__Lib_MathDouble.c,456 :: 		
0x0504	0x00F5      	MOVWF      R5
;__Lib_MathDouble.c,457 :: 		
0x0505	0x01F6      	CLRF       R6
;__Lib_MathDouble.c,458 :: 		
0x0506	0x3008      	MOVLW      8
;__Lib_MathDouble.c,459 :: 		
0x0507	0x0277      	SUBWF      R7, 0
;__Lib_MathDouble.c,460 :: 		
0x0508	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,461 :: 		
0x0509	0x2D17      	GOTO       ALIGNB32
;__Lib_MathDouble.c,462 :: 		
0x050A	0x00F7      	MOVWF      R7
;__Lib_MathDouble.c,463 :: 		
0x050B	0x0874      	MOVF       R4, 0
;__Lib_MathDouble.c,464 :: 		
0x050C	0x00F9      	MOVWF      R9
;__Lib_MathDouble.c,465 :: 		
0x050D	0x0875      	MOVF       R5, 0
;__Lib_MathDouble.c,466 :: 		
0x050E	0x00F4      	MOVWF      R4
;__Lib_MathDouble.c,467 :: 		
0x050F	0x01F5      	CLRF       R5
;__Lib_MathDouble.c,468 :: 		
0x0510	0x3008      	MOVLW      8
;__Lib_MathDouble.c,469 :: 		
0x0511	0x0277      	SUBWF      R7, 0
;__Lib_MathDouble.c,470 :: 		
0x0512	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,471 :: 		
0x0513	0x2D17      	GOTO       ALIGNB32
;__Lib_MathDouble.c,472 :: 		
0x0514	0x087A      	MOVF       R10, 0
;__Lib_MathDouble.c,473 :: 		
0x0515	0x00F2      	MOVWF      R2
;__Lib_MathDouble.c,474 :: 		
0x0516	0x2D67      	GOTO       JMPEEE
;__Lib_MathDouble.c,475 :: 		
ALIGNB32:
;__Lib_MathDouble.c,476 :: 		
0x0517	0x0877      	MOVF       R7, 0
;__Lib_MathDouble.c,477 :: 		
0x0518	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,478 :: 		
0x0519	0x2D21      	GOTO       ALIGNED32
;__Lib_MathDouble.c,479 :: 		
ALOOPB32:
;__Lib_MathDouble.c,480 :: 		
0x051A	0x1003      	BCF        STATUS, 0
;__Lib_MathDouble.c,481 :: 		
0x051B	0x0CF6      	RRF        R6, 1
;__Lib_MathDouble.c,482 :: 		
0x051C	0x0CF5      	RRF        R5, 1
;__Lib_MathDouble.c,483 :: 		
0x051D	0x0CF4      	RRF        R4, 1
;__Lib_MathDouble.c,484 :: 		
0x051E	0x0CF9      	RRF        R9, 1
;__Lib_MathDouble.c,485 :: 		
0x051F	0x0BF7      	DECFSZ     R7, 1
;__Lib_MathDouble.c,486 :: 		
0x0520	0x2D1A      	GOTO       ALOOPB32
;__Lib_MathDouble.c,487 :: 		
ALIGNED32:
;__Lib_MathDouble.c,488 :: 		
0x0521	0x1FA1      	BTFSS      __math_tempbD, 7
;__Lib_MathDouble.c,489 :: 		
0x0522	0x2D2E      	GOTO       AOK32
;__Lib_MathDouble.c,490 :: 		
0x0523	0x09F9      	COMF       R9, 1
;__Lib_MathDouble.c,491 :: 		
0x0524	0x09F4      	COMF       R4, 1
;__Lib_MathDouble.c,492 :: 		
0x0525	0x09F5      	COMF       R5, 1
;__Lib_MathDouble.c,493 :: 		
0x0526	0x09F6      	COMF       R6, 1
;__Lib_MathDouble.c,494 :: 		
0x0527	0x0AF9      	INCF       R9, 1
;__Lib_MathDouble.c,495 :: 		
0x0528	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,496 :: 		
0x0529	0x0AF4      	INCF       R4, 1
;__Lib_MathDouble.c,497 :: 		
0x052A	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,498 :: 		
0x052B	0x0AF5      	INCF       R5, 1
;__Lib_MathDouble.c,499 :: 		
0x052C	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,500 :: 		
0x052D	0x0AF6      	INCF       R6, 1
;__Lib_MathDouble.c,501 :: 		
AOK32:
;__Lib_MathDouble.c,502 :: 		
0x052E	0x0879      	MOVF       R9, 0
;__Lib_MathDouble.c,503 :: 		
0x052F	0x07F8      	ADDWF      R8, 1
;__Lib_MathDouble.c,504 :: 		
0x0530	0x0874      	MOVF       R4, 0
;__Lib_MathDouble.c,505 :: 		
0x0531	0x1803      	BTFSC      STATUS, 0
;__Lib_MathDouble.c,506 :: 		
0x0532	0x0F74      	INCFSZ     R4, 0
;__Lib_MathDouble.c,507 :: 		
0x0533	0x07F0      	ADDWF      R0, 1
;__Lib_MathDouble.c,508 :: 		
0x0534	0x0875      	MOVF       R5, 0
;__Lib_MathDouble.c,509 :: 		
0x0535	0x1803      	BTFSC      STATUS, 0
;__Lib_MathDouble.c,510 :: 		
0x0536	0x0F75      	INCFSZ     R5, 0
;__Lib_MathDouble.c,511 :: 		
0x0537	0x07F1      	ADDWF      R1, 1
;__Lib_MathDouble.c,512 :: 		
0x0538	0x0876      	MOVF       R6, 0
;__Lib_MathDouble.c,513 :: 		
0x0539	0x1803      	BTFSC      STATUS, 0
;__Lib_MathDouble.c,514 :: 		
0x053A	0x0F76      	INCFSZ     R6, 0
;__Lib_MathDouble.c,515 :: 		
0x053B	0x07F2      	ADDWF      R2, 1
;__Lib_MathDouble.c,516 :: 		
0x053C	0x1BA1      	BTFSC      __math_tempbD, 7
;__Lib_MathDouble.c,517 :: 		
0x053D	0x2D47      	GOTO       ACOMP32
;__Lib_MathDouble.c,518 :: 		
0x053E	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,519 :: 		
0x053F	0x2D57      	GOTO       JMPNRMRND4032
;__Lib_MathDouble.c,520 :: 		
0x0540	0x0CF2      	RRF        R2, 1
;__Lib_MathDouble.c,521 :: 		
0x0541	0x0CF1      	RRF        R1, 1
;__Lib_MathDouble.c,522 :: 		
0x0542	0x0CF0      	RRF        R0, 1
;__Lib_MathDouble.c,523 :: 		
0x0543	0x0CF8      	RRF        R8, 1
;__Lib_MathDouble.c,524 :: 		
0x0544	0x0FF3      	INCFSZ     R3, 1
;__Lib_MathDouble.c,525 :: 		
0x0545	0x2D57      	GOTO       JMPNRMRND4032
;__Lib_MathDouble.c,526 :: 		
0x0546	0x2D63      	GOTO       ADD_JMPSETFOV32
;__Lib_MathDouble.c,527 :: 		
ACOMP32:
;__Lib_MathDouble.c,528 :: 		
0x0547	0x1803      	BTFSC      STATUS, 0
;__Lib_MathDouble.c,529 :: 		
0x0548	0x2D5B      	GOTO       JMPNRM4032
;__Lib_MathDouble.c,530 :: 		
0x0549	0x09F8      	COMF       R8, 1
;__Lib_MathDouble.c,531 :: 		
0x054A	0x09F0      	COMF       R0, 1
;__Lib_MathDouble.c,532 :: 		
0x054B	0x09F1      	COMF       R1, 1
;__Lib_MathDouble.c,533 :: 		
0x054C	0x09F2      	COMF       R2, 1
;__Lib_MathDouble.c,534 :: 		
0x054D	0x0AF8      	INCF       R8, 1
;__Lib_MathDouble.c,535 :: 		
0x054E	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,536 :: 		
0x054F	0x0AF0      	INCF       R0, 1
;__Lib_MathDouble.c,537 :: 		
0x0550	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,538 :: 		
0x0551	0x0AF1      	INCF       R1, 1
;__Lib_MathDouble.c,539 :: 		
0x0552	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,540 :: 		
0x0553	0x0AF2      	INCF       R2, 1
;__Lib_MathDouble.c,541 :: 		
0x0554	0x3080      	MOVLW      128
;__Lib_MathDouble.c,542 :: 		
0x0555	0x06FA      	XORWF      R10, 1
;__Lib_MathDouble.c,543 :: 		
0x0556	0x2D5F      	GOTO       JMPNRM32
;__Lib_MathDouble.c,544 :: 		
JMPNRMRND4032:
;__Lib_MathDouble.c,545 :: 		
0x0557	0x3001      	MOVLW      1
;__Lib_MathDouble.c,546 :: 		
0x0558	0x00FC      	MOVWF      R12
;__Lib_MathDouble.c,548 :: 		
0x0559	0x226D      	CALL       _NRM4032
;__Lib_MathDouble.c,550 :: 		
0x055A	0x2D69      	GOTO       ADD32EEE
;__Lib_MathDouble.c,551 :: 		
JMPNRM4032:
;__Lib_MathDouble.c,552 :: 		
0x055B	0x3002      	MOVLW      2
;__Lib_MathDouble.c,553 :: 		
0x055C	0x00FC      	MOVWF      R12
;__Lib_MathDouble.c,555 :: 		
0x055D	0x226D      	CALL       _NRM4032
;__Lib_MathDouble.c,557 :: 		
0x055E	0x2D69      	GOTO       ADD32EEE
;__Lib_MathDouble.c,558 :: 		
JMPNRM32:
;__Lib_MathDouble.c,559 :: 		
0x055F	0x3004      	MOVLW      4
;__Lib_MathDouble.c,560 :: 		
0x0560	0x00FC      	MOVWF      R12
;__Lib_MathDouble.c,562 :: 		
0x0561	0x23D5      	CALL       _NRM3232
;__Lib_MathDouble.c,564 :: 		
0x0562	0x2D69      	GOTO       ADD32EEE
;__Lib_MathDouble.c,565 :: 		
ADD_JMPSETFOV32:
;__Lib_MathDouble.c,566 :: 		
0x0563	0x3008      	MOVLW      8
;__Lib_MathDouble.c,567 :: 		
0x0564	0x00FC      	MOVWF      R12
;__Lib_MathDouble.c,569 :: 		
0x0565	0x21B2      	CALL       _SETFOV32
;__Lib_MathDouble.c,571 :: 		
0x0566	0x2D69      	GOTO       ADD32EEE
;__Lib_MathDouble.c,572 :: 		
JMPEEE:
;__Lib_MathDouble.c,573 :: 		
0x0567	0x3000      	MOVLW      0
;__Lib_MathDouble.c,574 :: 		
0x0568	0x00FC      	MOVWF      R12
;__Lib_MathDouble.c,575 :: 		
ADD32EEE:
;__Lib_MathDouble.c,576 :: 		
0x0569	0x0000      	NOP
;__Lib_MathDouble.c,584 :: 		
L_end_Add_32x32_FP:
0x056A	0x0008      	RETURN
; end of _Add_32x32_FP
_ToneC:
;MyProject.c,47 :: 		void ToneC() {
;MyProject.c,48 :: 		Sound_Play(1046, 50);
0x056B	0x3016      	MOVLW      22
0x056C	0x1283      	BCF        STATUS, 5
0x056D	0x1703      	BSF        STATUS, 6
0x056E	0x00A9      	MOVWF      FARG_Sound_Play_freq_in_hz
0x056F	0x3004      	MOVLW      4
0x0570	0x00AA      	MOVWF      FARG_Sound_Play_freq_in_hz+1
0x0571	0x3032      	MOVLW      50
0x0572	0x00AB      	MOVWF      FARG_Sound_Play_duration_ms
0x0573	0x3000      	MOVLW      0
0x0574	0x00AC      	MOVWF      FARG_Sound_Play_duration_ms+1
0x0575	0x22FA      	CALL       _Sound_Play
;MyProject.c,49 :: 		}
0x0576	0x0008      	RETURN
; end of _ToneC
_Div_8x8_U:
;__Lib_Math.c,189 :: 		
;__Lib_Math.c,196 :: 		
0x0577	0x1283      	BCF        STATUS, 5
;__Lib_Math.c,197 :: 		
0x0578	0x1303      	BCF        STATUS, 6
;__Lib_Math.c,198 :: 		
0x0579	0x01F8      	CLRF       R8
;__Lib_Math.c,199 :: 		
0x057A	0x3008      	MOVLW      8
;__Lib_Math.c,200 :: 		
0x057B	0x00FC      	MOVWF      R12
;__Lib_Math.c,201 :: 		
0x057C	0x0D70      	RLF        R0, 0
;__Lib_Math.c,202 :: 		
0x057D	0x0DF8      	RLF        R8, 1
;__Lib_Math.c,203 :: 		
0x057E	0x0874      	MOVF       R4, 0
;__Lib_Math.c,204 :: 		
0x057F	0x02F8      	SUBWF      R8, 1
;__Lib_Math.c,205 :: 		
0x0580	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,206 :: 		
0x0581	0x2D84      	GOTO       $+3
;__Lib_Math.c,207 :: 		
0x0582	0x07F8      	ADDWF      R8, 1
;__Lib_Math.c,208 :: 		
0x0583	0x1003      	BCF        STATUS, 0
;__Lib_Math.c,209 :: 		
0x0584	0x0DF0      	RLF        R0, 1
;__Lib_Math.c,210 :: 		
0x0585	0x0BFC      	DECFSZ     R12, 1
;__Lib_Math.c,211 :: 		
0x0586	0x2D7C      	GOTO       $-10
;__Lib_Math.c,213 :: 		
L_end_Div_8x8_U:
0x0587	0x0008      	RETURN
; end of _Div_8x8_U
_Tone1:
;MyProject.c,33 :: 		void Tone1() {
;MyProject.c,34 :: 		Sound_Play(659, 250);
0x0588	0x3093      	MOVLW      147
0x0589	0x1283      	BCF        STATUS, 5
0x058A	0x1703      	BSF        STATUS, 6
0x058B	0x00A9      	MOVWF      FARG_Sound_Play_freq_in_hz
0x058C	0x3002      	MOVLW      2
0x058D	0x00AA      	MOVWF      FARG_Sound_Play_freq_in_hz+1
0x058E	0x30FA      	MOVLW      250
0x058F	0x00AB      	MOVWF      FARG_Sound_Play_duration_ms
0x0590	0x01AC      	CLRF       FARG_Sound_Play_duration_ms+1
0x0591	0x22FA      	CALL       _Sound_Play
;MyProject.c,35 :: 		}
0x0592	0x0008      	RETURN
; end of _Tone1
_Tone3:
;MyProject.c,41 :: 		void Tone3() {
;MyProject.c,42 :: 		Sound_Play(784, 250);
0x0593	0x3010      	MOVLW      16
0x0594	0x1283      	BCF        STATUS, 5
0x0595	0x1703      	BSF        STATUS, 6
0x0596	0x00A9      	MOVWF      FARG_Sound_Play_freq_in_hz
0x0597	0x3003      	MOVLW      3
0x0598	0x00AA      	MOVWF      FARG_Sound_Play_freq_in_hz+1
0x0599	0x30FA      	MOVLW      250
0x059A	0x00AB      	MOVWF      FARG_Sound_Play_duration_ms
0x059B	0x01AC      	CLRF       FARG_Sound_Play_duration_ms+1
0x059C	0x22FA      	CALL       _Sound_Play
;MyProject.c,43 :: 		}
0x059D	0x0008      	RETURN
; end of _Tone3
_Compare_Double:
;__Lib_MathDouble.c,2053 :: 		
;__Lib_MathDouble.c,2062 :: 		
;__Lib_MathDouble.c,2064 :: 		
0x059E	0x1283      	BCF        STATUS, 5
;__Lib_MathDouble.c,2065 :: 		
